2118371 data samples found
Train Epoch: 1 [42300/52959 (0.006669284775853157)]
Train Epoch: 1 [42400/52959 (0.012783919461071491)]
Train Epoch: 1 [42500/52959 (0.0044441125355660915)]
Train Epoch: 1 [42600/52959 (0.00731824804097414)]
Train Epoch: 1 [42700/52959 (0.008452855050563812)]
Train Epoch: 1 [42800/52959 (0.006156993098556995)]
Train Epoch: 1 [42900/52959 (0.008746843785047531)]
Train Epoch: 1 [43000/52959 (0.01657039299607277)]
Train Epoch: 1 [43100/52959 (0.007086004130542278)]
Train Epoch: 1 [43200/52959 (0.007660334929823875)]
Train Epoch: 1 [43300/52959 (0.01575879007577896)]
Train Epoch: 1 [43400/52959 (0.00545089365914464)]
Train Epoch: 1 [43500/52959 (0.011927060782909393)]
Train Epoch: 1 [43600/52959 (0.015832943841814995)]
Train Epoch: 1 [43700/52959 (0.010342471301555634)]
Train Epoch: 1 [43800/52959 (0.006730831228196621)]
Train Epoch: 1 [43900/52959 (0.0051237777806818485)]
Train Epoch: 1 [44000/52959 (0.0042264945805072784)]
Train Epoch: 1 [44100/52959 (0.009189240634441376)]
Train Epoch: 1 [44200/52959 (0.007466452196240425)]
Train Epoch: 1 [44300/52959 (0.0065826550126075745)]
Train Epoch: 1 [44400/52959 (0.008476458489894867)]
Train Epoch: 1 [44500/52959 (0.0033816550858318806)]
Train Epoch: 1 [44600/52959 (0.010679151862859726)]
Train Epoch: 1 [44700/52959 (0.004616039805114269)]
Train Epoch: 1 [44800/52959 (0.00550345191732049)]
Train Epoch: 1 [44900/52959 (0.006639884784817696)]
Train Epoch: 1 [45000/52959 (0.007893603295087814)]
Train Epoch: 1 [45100/52959 (0.009627802297472954)]
Train Epoch: 1 [45200/52959 (0.006829873658716679)]
Train Epoch: 1 [45300/52959 (0.005535159260034561)]
Train Epoch: 1 [45400/52959 (0.004057709127664566)]
Train Epoch: 1 [45500/52959 (0.015744542703032494)]
Train Epoch: 1 [45600/52959 (0.007569761946797371)]
Train Epoch: 1 [45700/52959 (0.006365167908370495)]
Train Epoch: 1 [45800/52959 (0.010150006972253323)]
Train Epoch: 1 [45900/52959 (0.0036944246385246515)]
Train Epoch: 1 [46000/52959 (0.013780109584331512)]
Train Epoch: 1 [46100/52959 (0.005672760307788849)]
Train Epoch: 1 [46200/52959 (0.004167023114860058)]
Train Epoch: 1 [46300/52959 (0.006853897124528885)]
Train Epoch: 1 [46400/52959 (0.005852976813912392)]
Train Epoch: 1 [46500/52959 (0.00631291838362813)]
Train Epoch: 1 [46600/52959 (0.005558282136917114)]
Train Epoch: 1 [46700/52959 (0.00432980852201581)]
Train Epoch: 1 [46800/52959 (0.009400582872331142)]
Train Epoch: 1 [46900/52959 (0.0057575637474656105)]
Train Epoch: 1 [47000/52959 (0.012223055586218834)]
Train Epoch: 1 [47100/52959 (0.006510826759040356)]
Train Epoch: 1 [47200/52959 (0.007525930646806955)]
Train Epoch: 1 [47300/52959 (0.005320877768099308)]
Train Epoch: 1 [47400/52959 (0.005138394422829151)]
Train Epoch: 1 [47500/52959 (0.00742712989449501)]
Train Epoch: 1 [47600/52959 (0.028801854699850082)]
Train Epoch: 1 [47700/52959 (0.005514038726687431)]
Train Epoch: 1 [47800/52959 (0.006706896238029003)]
Train Epoch: 1 [47900/52959 (0.02125929668545723)]
Train Epoch: 1 [48000/52959 (0.006397766061127186)]
Train Epoch: 1 [48100/52959 (0.007843275554478168)]
Train Epoch: 1 [48200/52959 (0.005538871977478266)]
Train Epoch: 1 [48300/52959 (0.0055184923112392426)]
Train Epoch: 1 [48400/52959 (0.009069562889635563)]
Train Epoch: 1 [48500/52959 (0.019193630665540695)]
Train Epoch: 1 [48600/52959 (0.00803191214799881)]
Train Epoch: 1 [48700/52959 (0.004787749610841274)]
Train Epoch: 1 [48800/52959 (0.00577449519187212)]
Train Epoch: 1 [48900/52959 (0.005799551494419575)]
Train Epoch: 1 [49000/52959 (0.010919928550720215)]
Train Epoch: 1 [49100/52959 (0.003830474801361561)]
Train Epoch: 1 [49200/52959 (0.005012321285903454)]
Train Epoch: 1 [49300/52959 (0.004726924933493137)]
Train Epoch: 1 [49400/52959 (0.004160064272582531)]
Train Epoch: 1 [49500/52959 (0.0037185312248766422)]
Train Epoch: 1 [49600/52959 (0.006463213823735714)]
Train Epoch: 1 [49700/52959 (0.009036028757691383)]
Train Epoch: 1 [49800/52959 (0.0040792315267026424)]
Train Epoch: 1 [49900/52959 (0.004721763543784618)]
Train Epoch: 1 [50000/52959 (0.009624117985367775)]
Train Epoch: 1 [50100/52959 (0.0068196943029761314)]
Train Epoch: 1 [50200/52959 (0.005286877974867821)]
Train Epoch: 1 [50300/52959 (0.017847828567028046)]
Train Epoch: 1 [50400/52959 (0.00969934742897749)]
Train Epoch: 1 [50500/52959 (0.008210716769099236)]
Train Epoch: 1 [50600/52959 (0.013828594237565994)]
Train Epoch: 1 [50700/52959 (0.010170959867537022)]
Train Epoch: 1 [50800/52959 (0.0036911191418766975)]
Train Epoch: 1 [50900/52959 (0.006482573226094246)]
Train Epoch: 1 [51000/52959 (0.004901249893009663)]
Train Epoch: 1 [51100/52959 (0.011357193812727928)]
Train Epoch: 1 [51200/52959 (0.0059655290096998215)]
Train Epoch: 1 [51300/52959 (0.0042519718408584595)]
Train Epoch: 1 [51400/52959 (0.006069829687476158)]
Train Epoch: 1 [51500/52959 (0.007062015123665333)]
Train Epoch: 1 [51600/52959 (0.006417766213417053)]
Train Epoch: 1 [51700/52959 (0.00912170298397541)]
Train Epoch: 1 [51800/52959 (0.006356056779623032)]
Train Epoch: 1 [51900/52959 (0.006956510245800018)]
Train Epoch: 1 [52000/52959 (0.0107610784471035)]
Train Epoch: 1 [52100/52959 (0.005682949908077717)]
Train Epoch: 1 [52200/52959 (0.00813199207186699)]
Train Epoch: 1 [52300/52959 (0.004582686349749565)]
Train Epoch: 1 [52400/52959 (0.005470626056194305)]
Train Epoch: 1 [52500/52959 (0.01804075576364994)]
Train Epoch: 1 [52600/52959 (0.004096508026123047)]
Train Epoch: 1 [52700/52959 (0.00727101182565093)]
Train Epoch: 1 [52800/52959 (0.0048052649945020676)]
Train Epoch: 1 [52900/52959 (0.005326472222805023)]
Test Reconstruction Loss: (0.005335756577551365)]
