2118371 data samples found
Train Epoch: 0 [96300/169469 (0.03159148618578911)]
Train Epoch: 0 [96400/169469 (0.031981583684682846)]
Train Epoch: 0 [96500/169469 (0.047176193445920944)]
Train Epoch: 0 [96600/169469 (0.048165805637836456)]
Train Epoch: 0 [96700/169469 (0.022816194221377373)]
Train Epoch: 0 [96800/169469 (0.03715641424059868)]
Train Epoch: 0 [96900/169469 (0.014689681120216846)]
Train Epoch: 0 [97000/169469 (0.06328441947698593)]
Train Epoch: 0 [97100/169469 (0.06247784569859505)]
Train Epoch: 0 [97200/169469 (0.07496672123670578)]
Train Epoch: 0 [97300/169469 (0.022482436150312424)]
Train Epoch: 0 [97400/169469 (0.023714039474725723)]
Train Epoch: 0 [97500/169469 (0.029863644391298294)]
Train Epoch: 0 [97600/169469 (0.04828808456659317)]
Train Epoch: 0 [97700/169469 (0.049733344465494156)]
Train Epoch: 0 [97800/169469 (0.028745416551828384)]
Train Epoch: 0 [97900/169469 (0.07656445354223251)]
Train Epoch: 0 [98000/169469 (0.03775627538561821)]
Train Epoch: 0 [98100/169469 (0.022636080160737038)]
Train Epoch: 0 [98200/169469 (0.06974973529577255)]
Train Epoch: 0 [98300/169469 (0.0654100701212883)]
Train Epoch: 0 [98400/169469 (0.057912107557058334)]
Train Epoch: 0 [98500/169469 (0.03371118754148483)]
Train Epoch: 0 [98600/169469 (0.04405568167567253)]
Train Epoch: 0 [98700/169469 (0.0363861620426178)]
Train Epoch: 0 [98800/169469 (0.03146858140826225)]
Train Epoch: 0 [98900/169469 (0.02970506064593792)]
Train Epoch: 0 [99000/169469 (0.05998723581433296)]
Train Epoch: 0 [99100/169469 (0.020400626584887505)]
Train Epoch: 0 [99200/169469 (0.034820761531591415)]
Train Epoch: 0 [99300/169469 (0.03412139043211937)]
Train Epoch: 0 [99400/169469 (0.030149582773447037)]
Train Epoch: 0 [99500/169469 (0.03508507460355759)]
Train Epoch: 0 [99600/169469 (0.04712435603141785)]
Train Epoch: 0 [99700/169469 (0.0416736975312233)]
Train Epoch: 0 [99800/169469 (0.011481011286377907)]
Train Epoch: 0 [99900/169469 (0.028483331203460693)]
Train Epoch: 0 [100000/169469 (0.03388328477740288)]
Train Epoch: 0 [100100/169469 (0.04941603168845177)]
Train Epoch: 0 [100200/169469 (0.05571421608328819)]
Train Epoch: 0 [100300/169469 (0.030930057168006897)]
Train Epoch: 0 [100400/169469 (0.05358011648058891)]
Train Epoch: 0 [100500/169469 (0.017201736569404602)]
Train Epoch: 0 [100600/169469 (0.04261861741542816)]
Train Epoch: 0 [100700/169469 (0.04048265144228935)]
Train Epoch: 0 [100800/169469 (0.06548868864774704)]
Train Epoch: 0 [100900/169469 (0.022740021347999573)]
Train Epoch: 0 [101000/169469 (0.06464506685733795)]
Train Epoch: 0 [101100/169469 (0.054984916001558304)]
Train Epoch: 0 [101200/169469 (0.023091644048690796)]
Train Epoch: 0 [101300/169469 (0.04211897403001785)]
Train Epoch: 0 [101400/169469 (0.07453852891921997)]
Train Epoch: 0 [101500/169469 (0.031784895807504654)]
Train Epoch: 0 [101600/169469 (0.04711240902543068)]
Train Epoch: 0 [101700/169469 (0.03857167810201645)]
Train Epoch: 0 [101800/169469 (0.016219520941376686)]
Train Epoch: 0 [101900/169469 (0.07203807681798935)]
Train Epoch: 0 [102000/169469 (0.022991474717855453)]
Train Epoch: 0 [102100/169469 (0.015000881627202034)]
Train Epoch: 0 [102200/169469 (0.04534195736050606)]
Train Epoch: 0 [102300/169469 (0.033124398440122604)]
Train Epoch: 0 [102400/169469 (0.04228461533784866)]
Train Epoch: 0 [102500/169469 (0.05018853768706322)]
Train Epoch: 0 [102600/169469 (0.057855721563100815)]
Train Epoch: 0 [102700/169469 (0.016931185498833656)]
Train Epoch: 0 [102800/169469 (0.030856257304549217)]
Train Epoch: 0 [102900/169469 (0.03112313710153103)]
Train Epoch: 0 [103000/169469 (0.039697375148534775)]
Train Epoch: 0 [103100/169469 (0.034720275551080704)]
Train Epoch: 0 [103200/169469 (0.04498972371220589)]
Train Epoch: 0 [103300/169469 (0.04404246434569359)]
Train Epoch: 0 [103400/169469 (0.07158518582582474)]
Train Epoch: 0 [103500/169469 (0.04293901473283768)]
Train Epoch: 0 [103600/169469 (0.0474080853164196)]
Train Epoch: 0 [103700/169469 (0.04189058765769005)]
Train Epoch: 0 [103800/169469 (0.04974853992462158)]
Train Epoch: 0 [103900/169469 (0.034554578363895416)]
Train Epoch: 0 [104000/169469 (0.037949275225400925)]
Train Epoch: 0 [104100/169469 (0.06348340958356857)]
Train Epoch: 0 [104200/169469 (0.018003011122345924)]
Train Epoch: 0 [104300/169469 (0.043933939188718796)]
Train Epoch: 0 [104400/169469 (0.07301387190818787)]
Train Epoch: 0 [104500/169469 (0.020695779472589493)]
Train Epoch: 0 [104600/169469 (0.03488717973232269)]
Train Epoch: 0 [104700/169469 (0.03415307030081749)]
Train Epoch: 0 [104800/169469 (0.035640448331832886)]
Train Epoch: 0 [104900/169469 (0.0377093181014061)]
Train Epoch: 0 [105000/169469 (0.05465594679117203)]
Train Epoch: 0 [105100/169469 (0.042568501085042953)]
Train Epoch: 0 [105200/169469 (0.07722397893667221)]
Train Epoch: 0 [105300/169469 (0.03834955021739006)]
Train Epoch: 0 [105400/169469 (0.04655386134982109)]
Train Epoch: 0 [105500/169469 (0.062174875289201736)]
Train Epoch: 0 [105600/169469 (0.03143586963415146)]
Train Epoch: 0 [105700/169469 (0.036426857113838196)]
Train Epoch: 0 [105800/169469 (0.05666564032435417)]
Train Epoch: 0 [105900/169469 (0.045209985226392746)]
Train Epoch: 0 [106000/169469 (0.0309208482503891)]
Train Epoch: 0 [106100/169469 (0.03834886476397514)]
Train Epoch: 0 [106200/169469 (0.020880237221717834)]
Train Epoch: 0 [106300/169469 (0.05567983537912369)]
Train Epoch: 0 [106400/169469 (0.023096168413758278)]
Train Epoch: 0 [106500/169469 (0.03566254302859306)]
Train Epoch: 0 [106600/169469 (0.0630377009510994)]
Train Epoch: 0 [106700/169469 (0.03962486609816551)]
Train Epoch: 0 [106800/169469 (0.0758218914270401)]
Train Epoch: 0 [106900/169469 (0.08437912911176682)]
Train Epoch: 0 [107000/169469 (0.06997746229171753)]
Train Epoch: 0 [107100/169469 (0.03714719042181969)]
Train Epoch: 0 [107200/169469 (0.03675755485892296)]
Train Epoch: 0 [107300/169469 (0.017936844378709793)]
Train Epoch: 0 [107400/169469 (0.034128136932849884)]
Train Epoch: 0 [107500/169469 (0.05182208493351936)]
Train Epoch: 0 [107600/169469 (0.13794559240341187)]
Train Epoch: 0 [107700/169469 (0.0533798411488533)]
Train Epoch: 0 [107800/169469 (0.06483759731054306)]
Train Epoch: 0 [107900/169469 (0.02640974335372448)]
Train Epoch: 0 [108000/169469 (0.028417138382792473)]
Train Epoch: 0 [108100/169469 (0.021864254027605057)]
Train Epoch: 0 [108200/169469 (0.0613124780356884)]
Train Epoch: 0 [108300/169469 (0.04485061392188072)]
Train Epoch: 0 [108400/169469 (0.025826871395111084)]
Train Epoch: 0 [108500/169469 (0.023195821791887283)]
Train Epoch: 0 [108600/169469 (0.050059009343385696)]
Train Epoch: 0 [108700/169469 (0.03889266774058342)]
Train Epoch: 0 [108800/169469 (0.027555296197533607)]
Train Epoch: 0 [108900/169469 (0.04559888318181038)]
Train Epoch: 0 [109000/169469 (0.07722067832946777)]
Train Epoch: 0 [109100/169469 (0.05290449783205986)]
Train Epoch: 0 [109200/169469 (0.058542050421237946)]
Train Epoch: 0 [109300/169469 (0.017957136034965515)]
Train Epoch: 0 [109400/169469 (0.07069007307291031)]
Train Epoch: 0 [109500/169469 (0.032977182418107986)]
Train Epoch: 0 [109600/169469 (0.056694235652685165)]
Train Epoch: 0 [109700/169469 (0.016390055418014526)]
Train Epoch: 0 [109800/169469 (0.036622870713472366)]
Train Epoch: 0 [109900/169469 (0.06811585277318954)]
Train Epoch: 0 [110000/169469 (0.055433470755815506)]
Train Epoch: 0 [110100/169469 (0.06671933084726334)]
Train Epoch: 0 [110200/169469 (0.03560352325439453)]
Train Epoch: 0 [110300/169469 (0.04646913334727287)]
Train Epoch: 0 [110400/169469 (0.021123968064785004)]
Train Epoch: 0 [110500/169469 (0.03961051255464554)]
Train Epoch: 0 [110600/169469 (0.04758930578827858)]
Train Epoch: 0 [110700/169469 (0.03641069680452347)]
Train Epoch: 0 [110800/169469 (0.025084828957915306)]
Train Epoch: 0 [110900/169469 (0.022805292159318924)]
Train Epoch: 0 [111000/169469 (0.04433276876807213)]
Train Epoch: 0 [111100/169469 (0.031011808663606644)]
Train Epoch: 0 [111200/169469 (0.03676775097846985)]
Train Epoch: 0 [111300/169469 (0.043302346020936966)]
Train Epoch: 0 [111400/169469 (0.0445353202521801)]
Train Epoch: 0 [111500/169469 (0.03903244063258171)]
Train Epoch: 0 [111600/169469 (0.030756909400224686)]
Train Epoch: 0 [111700/169469 (0.03957637771964073)]
Train Epoch: 0 [111800/169469 (0.05209410935640335)]
Train Epoch: 0 [111900/169469 (0.038441602140665054)]
Train Epoch: 0 [112000/169469 (0.040874164551496506)]
Train Epoch: 0 [112100/169469 (0.0561513788998127)]
Train Epoch: 0 [112200/169469 (0.059475816786289215)]
Train Epoch: 0 [112300/169469 (0.0429498665034771)]
Train Epoch: 0 [112400/169469 (0.06908124685287476)]
Train Epoch: 0 [112500/169469 (0.017739122733473778)]
Train Epoch: 0 [112600/169469 (0.05082514509558678)]
Train Epoch: 0 [112700/169469 (0.056234609335660934)]
Train Epoch: 0 [112800/169469 (0.0860544964671135)]
Train Epoch: 0 [112900/169469 (0.0472741536796093)]
Train Epoch: 0 [113000/169469 (0.04334481060504913)]
Train Epoch: 0 [113100/169469 (0.026624098420143127)]
Train Epoch: 0 [113200/169469 (0.05774935707449913)]
Train Epoch: 0 [113300/169469 (0.09193435311317444)]
Train Epoch: 0 [113400/169469 (0.044071223586797714)]
Train Epoch: 0 [113500/169469 (0.06638238579034805)]
Train Epoch: 0 [113600/169469 (0.03306403011083603)]
Train Epoch: 0 [113700/169469 (0.07959039509296417)]
Train Epoch: 0 [113800/169469 (0.02964053861796856)]
Train Epoch: 0 [113900/169469 (0.028530815616250038)]
Train Epoch: 0 [114000/169469 (0.04366300627589226)]
Train Epoch: 0 [114100/169469 (0.04016035422682762)]
Train Epoch: 0 [114200/169469 (0.027737131342291832)]
Train Epoch: 0 [114300/169469 (0.031193280592560768)]
Train Epoch: 0 [114400/169469 (0.05154723674058914)]
Train Epoch: 0 [114500/169469 (0.047887612134218216)]
Train Epoch: 0 [114600/169469 (0.027363408356904984)]
Train Epoch: 0 [114700/169469 (0.03352823480963707)]
Train Epoch: 0 [114800/169469 (0.028528889641165733)]
Train Epoch: 0 [114900/169469 (0.048849236220121384)]
Train Epoch: 0 [115000/169469 (0.025382349267601967)]
Train Epoch: 0 [115100/169469 (0.048488494008779526)]
Train Epoch: 0 [115200/169469 (0.05485618859529495)]
Train Epoch: 0 [115300/169469 (0.029449639841914177)]
Train Epoch: 0 [115400/169469 (0.04576132446527481)]
Train Epoch: 0 [115500/169469 (0.05977243930101395)]
Train Epoch: 0 [115600/169469 (0.06560199707746506)]
Train Epoch: 0 [115700/169469 (0.02887137047946453)]
Train Epoch: 0 [115800/169469 (0.05278217792510986)]
Train Epoch: 0 [115900/169469 (0.042880307883024216)]
Train Epoch: 0 [116000/169469 (0.01972295716404915)]
Train Epoch: 0 [116100/169469 (0.04145708307623863)]
Train Epoch: 0 [116200/169469 (0.022729812189936638)]
Train Epoch: 0 [116300/169469 (0.060775984078645706)]
Train Epoch: 0 [116400/169469 (0.03797391429543495)]
Train Epoch: 0 [116500/169469 (0.04706799238920212)]
Train Epoch: 0 [116600/169469 (0.03228585049510002)]
Train Epoch: 0 [116700/169469 (0.01533387042582035)]
Train Epoch: 0 [116800/169469 (0.05379593372344971)]
Train Epoch: 0 [116900/169469 (0.034931596368551254)]
Train Epoch: 0 [117000/169469 (0.0325755849480629)]
Train Epoch: 0 [117100/169469 (0.04497601464390755)]
Train Epoch: 0 [117200/169469 (0.04221687465906143)]
Train Epoch: 0 [117300/169469 (0.04297840595245361)]
Train Epoch: 0 [117400/169469 (0.06080670282244682)]
Train Epoch: 0 [117500/169469 (0.033958788961172104)]
Train Epoch: 0 [117600/169469 (0.061150915920734406)]
Train Epoch: 0 [117700/169469 (0.035173606127500534)]
Train Epoch: 0 [117800/169469 (0.02880263701081276)]
Train Epoch: 0 [117900/169469 (0.04248995706439018)]
Train Epoch: 0 [118000/169469 (0.03486442193388939)]
Train Epoch: 0 [118100/169469 (0.029688943177461624)]
Train Epoch: 0 [118200/169469 (0.04210483282804489)]
Train Epoch: 0 [118300/169469 (0.03465580940246582)]
Train Epoch: 0 [118400/169469 (0.04293377324938774)]
Train Epoch: 0 [118500/169469 (0.02248542383313179)]
Train Epoch: 0 [118600/169469 (0.05892780423164368)]
Train Epoch: 0 [118700/169469 (0.046572502702474594)]
Train Epoch: 0 [118800/169469 (0.03583706542849541)]
Train Epoch: 0 [118900/169469 (0.03483405336737633)]
Train Epoch: 0 [119000/169469 (0.035874467343091965)]
Train Epoch: 0 [119100/169469 (0.04441545531153679)]
Train Epoch: 0 [119200/169469 (0.035566072911024094)]
Train Epoch: 0 [119300/169469 (0.024762529879808426)]
Train Epoch: 0 [119400/169469 (0.035008788108825684)]
Train Epoch: 0 [119500/169469 (0.027538923546671867)]
Train Epoch: 0 [119600/169469 (0.04267223924398422)]
Train Epoch: 0 [119700/169469 (0.024996591731905937)]
Train Epoch: 0 [119800/169469 (0.032088588923215866)]
Train Epoch: 0 [119900/169469 (0.03596128895878792)]
Train Epoch: 0 [120000/169469 (0.031956713646650314)]
Train Epoch: 0 [120100/169469 (0.021500352770090103)]
Train Epoch: 0 [120200/169469 (0.021408652886748314)]
Train Epoch: 0 [120300/169469 (0.029834920540452003)]
Train Epoch: 0 [120400/169469 (0.043005432933568954)]
Train Epoch: 0 [120500/169469 (0.03480531647801399)]
Train Epoch: 0 [120600/169469 (0.02432510070502758)]
Train Epoch: 0 [120700/169469 (0.07382919639348984)]
Train Epoch: 0 [120800/169469 (0.04096278175711632)]
Train Epoch: 0 [120900/169469 (0.040444858372211456)]
Train Epoch: 0 [121000/169469 (0.03259593993425369)]
Train Epoch: 0 [121100/169469 (0.03119720332324505)]
Train Epoch: 0 [121200/169469 (0.031882643699645996)]
Train Epoch: 0 [121300/169469 (0.05422821268439293)]
Train Epoch: 0 [121400/169469 (0.054418087005615234)]
Train Epoch: 0 [121500/169469 (0.058149781078100204)]
Train Epoch: 0 [121600/169469 (0.07251974940299988)]
Train Epoch: 0 [121700/169469 (0.05217477306723595)]
Train Epoch: 0 [121800/169469 (0.033426880836486816)]
Train Epoch: 0 [121900/169469 (0.06484773010015488)]
Train Epoch: 0 [122000/169469 (0.06931652873754501)]
Train Epoch: 0 [122100/169469 (0.024735627695918083)]
Train Epoch: 0 [122200/169469 (0.08692421764135361)]
Train Epoch: 0 [122300/169469 (0.05957688018679619)]
Train Epoch: 0 [122400/169469 (0.06483813375234604)]
Train Epoch: 0 [122500/169469 (0.026443341746926308)]
Train Epoch: 0 [122600/169469 (0.04439259693026543)]
Train Epoch: 0 [122700/169469 (0.03682919219136238)]
Train Epoch: 0 [122800/169469 (0.04107546806335449)]
Train Epoch: 0 [122900/169469 (0.03019595704972744)]
Train Epoch: 0 [123000/169469 (0.05377158522605896)]
Train Epoch: 0 [123100/169469 (0.031084824353456497)]
Train Epoch: 0 [123200/169469 (0.04417697712779045)]
Train Epoch: 0 [123300/169469 (0.022757483646273613)]
Train Epoch: 0 [123400/169469 (0.05835960432887077)]
Train Epoch: 0 [123500/169469 (0.06079622730612755)]
Train Epoch: 0 [123600/169469 (0.05327976867556572)]
Train Epoch: 0 [123700/169469 (0.0692123994231224)]
Train Epoch: 0 [123800/169469 (0.040840085595846176)]
Train Epoch: 0 [123900/169469 (0.05884867534041405)]
Train Epoch: 0 [124000/169469 (0.03407780081033707)]
Train Epoch: 0 [124100/169469 (0.025268960744142532)]
Train Epoch: 0 [124200/169469 (0.04261130094528198)]
Train Epoch: 0 [124300/169469 (0.04444197192788124)]
Train Epoch: 0 [124400/169469 (0.06806464493274689)]
Train Epoch: 0 [124500/169469 (0.028901437297463417)]
Train Epoch: 0 [124600/169469 (0.05843982845544815)]
Train Epoch: 0 [124700/169469 (0.09138886630535126)]
Train Epoch: 0 [124800/169469 (0.034912120550870895)]
Train Epoch: 0 [124900/169469 (0.06867696344852448)]
Train Epoch: 0 [125000/169469 (0.04963360354304314)]
Train Epoch: 0 [125100/169469 (0.048456884920597076)]
Train Epoch: 0 [125200/169469 (0.039309676736593246)]
Train Epoch: 0 [125300/169469 (0.032882869243621826)]
Train Epoch: 0 [125400/169469 (0.03939899429678917)]
Train Epoch: 0 [125500/169469 (0.0603419654071331)]
Train Epoch: 0 [125600/169469 (0.06293146312236786)]
Train Epoch: 0 [125700/169469 (0.048254240304231644)]
Train Epoch: 0 [125800/169469 (0.025821615010499954)]
Train Epoch: 0 [125900/169469 (0.027408374473452568)]
Train Epoch: 0 [126000/169469 (0.03739892318844795)]
Train Epoch: 0 [126100/169469 (0.060412049293518066)]
Train Epoch: 0 [126200/169469 (0.047549065202474594)]
Train Epoch: 0 [126300/169469 (0.023186741396784782)]
Train Epoch: 0 [126400/169469 (0.015612537041306496)]
Train Epoch: 0 [126500/169469 (0.03376006707549095)]
Train Epoch: 0 [126600/169469 (0.033590804785490036)]
Train Epoch: 0 [126700/169469 (0.04511261731386185)]
Train Epoch: 0 [126800/169469 (0.058631159365177155)]
Train Epoch: 0 [126900/169469 (0.025113428011536598)]
Train Epoch: 0 [127000/169469 (0.022349506616592407)]
Train Epoch: 0 [127100/169469 (0.02610182575881481)]
Train Epoch: 0 [127200/169469 (0.061568256467580795)]
Train Epoch: 0 [127300/169469 (0.03619787469506264)]
Train Epoch: 0 [127400/169469 (0.04197331890463829)]
Train Epoch: 0 [127500/169469 (0.03336507827043533)]
Train Epoch: 0 [127600/169469 (0.05502009019255638)]
Train Epoch: 0 [127700/169469 (0.049204643815755844)]
Train Epoch: 0 [127800/169469 (0.04535401985049248)]
Train Epoch: 0 [127900/169469 (0.03629545494914055)]
Train Epoch: 0 [128000/169469 (0.0515851266682148)]
Train Epoch: 0 [128100/169469 (0.04535755142569542)]
Train Epoch: 0 [128200/169469 (0.06257739663124084)]
Train Epoch: 0 [128300/169469 (0.04369243606925011)]
Train Epoch: 0 [128400/169469 (0.060666706413030624)]
Train Epoch: 0 [128500/169469 (0.09653662145137787)]
Train Epoch: 0 [128600/169469 (0.0306259673088789)]
Train Epoch: 0 [128700/169469 (0.05357382446527481)]
Train Epoch: 0 [128800/169469 (0.0638907179236412)]
Train Epoch: 0 [128900/169469 (0.04441722854971886)]
Train Epoch: 0 [129000/169469 (0.039282456040382385)]
Train Epoch: 0 [129100/169469 (0.0302266962826252)]
Train Epoch: 0 [129200/169469 (0.05385839566588402)]
Train Epoch: 0 [129300/169469 (0.027023499831557274)]
Train Epoch: 0 [129400/169469 (0.04891080781817436)]
Train Epoch: 0 [129500/169469 (0.013907993212342262)]
Train Epoch: 0 [129600/169469 (0.0808662697672844)]
Train Epoch: 0 [129700/169469 (0.04322962090373039)]
Train Epoch: 0 [129800/169469 (0.029929175972938538)]
Train Epoch: 0 [129900/169469 (0.028595302253961563)]
Train Epoch: 0 [130000/169469 (0.030353695154190063)]
Train Epoch: 0 [130100/169469 (0.03081793151795864)]
Train Epoch: 0 [130200/169469 (0.01806928776204586)]
Train Epoch: 0 [130300/169469 (0.03341952711343765)]
Train Epoch: 0 [130400/169469 (0.02759896218776703)]
Train Epoch: 0 [130500/169469 (0.07642669975757599)]
Train Epoch: 0 [130600/169469 (0.028032122179865837)]
Train Epoch: 0 [130700/169469 (0.04832779988646507)]
Train Epoch: 0 [130800/169469 (0.09133061021566391)]
Train Epoch: 0 [130900/169469 (0.05059817060828209)]
Train Epoch: 0 [131000/169469 (0.050244759768247604)]
Train Epoch: 0 [131100/169469 (0.048998426645994186)]
Train Epoch: 0 [131200/169469 (0.04263780638575554)]
Train Epoch: 0 [131300/169469 (0.04770587384700775)]
Train Epoch: 0 [131400/169469 (0.021100958809256554)]
Train Epoch: 0 [131500/169469 (0.03932180628180504)]
Train Epoch: 0 [131600/169469 (0.02630879357457161)]
Train Epoch: 0 [131700/169469 (0.05499326065182686)]
Train Epoch: 0 [131800/169469 (0.0655156672000885)]
Train Epoch: 0 [131900/169469 (0.06557958573102951)]
Train Epoch: 0 [132000/169469 (0.044222164899110794)]
Train Epoch: 0 [132100/169469 (0.06977982819080353)]
Train Epoch: 0 [132200/169469 (0.04882124438881874)]
Train Epoch: 0 [132300/169469 (0.06392497569322586)]
Train Epoch: 0 [132400/169469 (0.05603260546922684)]
Train Epoch: 0 [132500/169469 (0.017724424600601196)]
Train Epoch: 0 [132600/169469 (0.02272804081439972)]
Train Epoch: 0 [132700/169469 (0.07401019334793091)]
Train Epoch: 0 [132800/169469 (0.03718589246273041)]
Train Epoch: 0 [132900/169469 (0.03398033604025841)]
Train Epoch: 0 [133000/169469 (0.03093232586979866)]
Train Epoch: 0 [133100/169469 (0.059430938214063644)]
Train Epoch: 0 [133200/169469 (0.017465103417634964)]
Train Epoch: 0 [133300/169469 (0.04318089038133621)]
Train Epoch: 0 [133400/169469 (0.027465656399726868)]
Train Epoch: 0 [133500/169469 (0.04326691851019859)]
Train Epoch: 0 [133600/169469 (0.027873173356056213)]
Train Epoch: 0 [133700/169469 (0.03769633546471596)]
Train Epoch: 0 [133800/169469 (0.023245874792337418)]
Train Epoch: 0 [133900/169469 (0.018539736047387123)]
Train Epoch: 0 [134000/169469 (0.034499455243349075)]
Train Epoch: 0 [134100/169469 (0.028466258198022842)]
Train Epoch: 0 [134200/169469 (0.0551777146756649)]
Train Epoch: 0 [134300/169469 (0.05753054842352867)]
Train Epoch: 0 [134400/169469 (0.03602154180407524)]
Train Epoch: 0 [134500/169469 (0.04316020756959915)]
Train Epoch: 0 [134600/169469 (0.0518343560397625)]
Train Epoch: 0 [134700/169469 (0.03291447088122368)]
Train Epoch: 0 [134800/169469 (0.04785032197833061)]
Train Epoch: 0 [134900/169469 (0.049841322004795074)]
Train Epoch: 0 [135000/169469 (0.04014963656663895)]
Train Epoch: 0 [135100/169469 (0.04565499350428581)]
Train Epoch: 0 [135200/169469 (0.01949518546462059)]
Train Epoch: 0 [135300/169469 (0.021480631083250046)]
Train Epoch: 0 [135400/169469 (0.06592768430709839)]
Train Epoch: 0 [135500/169469 (0.040913503617048264)]
Train Epoch: 0 [135600/169469 (0.02767123095691204)]
Train Epoch: 0 [135700/169469 (0.03647526726126671)]
Train Epoch: 0 [135800/169469 (0.06715498864650726)]
Train Epoch: 0 [135900/169469 (0.08181803673505783)]
Train Epoch: 0 [136000/169469 (0.03439441695809364)]
Train Epoch: 0 [136100/169469 (0.02241342142224312)]
Train Epoch: 0 [136200/169469 (0.034109603613615036)]
Train Epoch: 0 [136300/169469 (0.0718928799033165)]
Train Epoch: 0 [136400/169469 (0.0325719378888607)]
Train Epoch: 0 [136500/169469 (0.03396068885922432)]
Train Epoch: 0 [136600/169469 (0.03483551740646362)]
Train Epoch: 0 [136700/169469 (0.011078324168920517)]
Train Epoch: 0 [136800/169469 (0.05279773473739624)]
Train Epoch: 0 [136900/169469 (0.03332905098795891)]
Train Epoch: 0 [137000/169469 (0.08451294153928757)]
Train Epoch: 0 [137100/169469 (0.058732759207487106)]
Train Epoch: 0 [137200/169469 (0.03660581260919571)]
Train Epoch: 0 [137300/169469 (0.030618935823440552)]
Train Epoch: 0 [137400/169469 (0.03404780104756355)]
Train Epoch: 0 [137500/169469 (0.02819749154150486)]
Train Epoch: 0 [137600/169469 (0.027492552995681763)]
Train Epoch: 0 [137700/169469 (0.06973154842853546)]
Train Epoch: 0 [137800/169469 (0.04554589465260506)]
Train Epoch: 0 [137900/169469 (0.06376805901527405)]
Train Epoch: 0 [138000/169469 (0.02051975578069687)]
Train Epoch: 0 [138100/169469 (0.027328943833708763)]
Train Epoch: 0 [138200/169469 (0.0721898227930069)]
Train Epoch: 0 [138300/169469 (0.0258829053491354)]
Train Epoch: 0 [138400/169469 (0.07432959973812103)]
Train Epoch: 0 [138500/169469 (0.033480532467365265)]
Train Epoch: 0 [138600/169469 (0.06511465460062027)]
Train Epoch: 0 [138700/169469 (0.04163089022040367)]
Train Epoch: 0 [138800/169469 (0.06576573848724365)]
Train Epoch: 0 [138900/169469 (0.039566680788993835)]
Train Epoch: 0 [139000/169469 (0.046304404735565186)]
Train Epoch: 0 [139100/169469 (0.064021535217762)]
Train Epoch: 0 [139200/169469 (0.05727279186248779)]
Train Epoch: 0 [139300/169469 (0.03172491490840912)]
Train Epoch: 0 [139400/169469 (0.04366371035575867)]
Train Epoch: 0 [139500/169469 (0.04220614954829216)]
Train Epoch: 0 [139600/169469 (0.015381094999611378)]
Train Epoch: 0 [139700/169469 (0.04315580055117607)]
Train Epoch: 0 [139800/169469 (0.040195029228925705)]
Train Epoch: 0 [139900/169469 (0.06319000571966171)]
Train Epoch: 0 [140000/169469 (0.04150158166885376)]
Train Epoch: 0 [140100/169469 (0.022824306041002274)]
Train Epoch: 0 [140200/169469 (0.0456850528717041)]
Train Epoch: 0 [140300/169469 (0.041870035231113434)]
Train Epoch: 0 [140400/169469 (0.04459241032600403)]
Train Epoch: 0 [140500/169469 (0.03036748804152012)]
Train Epoch: 0 [140600/169469 (0.056748878210783005)]
Train Epoch: 0 [140700/169469 (0.04427184537053108)]
Train Epoch: 0 [140800/169469 (0.0697031319141388)]
Train Epoch: 0 [140900/169469 (0.0419565849006176)]
Train Epoch: 0 [141000/169469 (0.06351704150438309)]
Train Epoch: 0 [141100/169469 (0.05354435369372368)]
Train Epoch: 0 [141200/169469 (0.07254229485988617)]
Train Epoch: 0 [141300/169469 (0.06909444183111191)]
Train Epoch: 0 [141400/169469 (0.0651647299528122)]
Train Epoch: 0 [141500/169469 (0.0377267524600029)]
Train Epoch: 0 [141600/169469 (0.041233208030462265)]
Train Epoch: 0 [141700/169469 (0.05800621584057808)]
Train Epoch: 0 [141800/169469 (0.041813600808382034)]
Train Epoch: 0 [141900/169469 (0.04785532504320145)]
Train Epoch: 0 [142000/169469 (0.035396087914705276)]
Train Epoch: 0 [142100/169469 (0.013349472545087337)]
Train Epoch: 0 [142200/169469 (0.031132912263274193)]
Train Epoch: 0 [142300/169469 (0.015117086470127106)]
Train Epoch: 0 [142400/169469 (0.0355052649974823)]
Train Epoch: 0 [142500/169469 (0.034301139414310455)]
Train Epoch: 0 [142600/169469 (0.06189209967851639)]
Train Epoch: 0 [142700/169469 (0.024108637124300003)]
Train Epoch: 0 [142800/169469 (0.043139711022377014)]
Train Epoch: 0 [142900/169469 (0.0184575617313385)]
Train Epoch: 0 [143000/169469 (0.066756971180439)]
Train Epoch: 0 [143100/169469 (0.053126681596040726)]
Train Epoch: 0 [143200/169469 (0.05779257416725159)]
Train Epoch: 0 [143300/169469 (0.04695602506399155)]
Train Epoch: 0 [143400/169469 (0.014381232671439648)]
Train Epoch: 0 [143500/169469 (0.052637774497270584)]
Train Epoch: 0 [143600/169469 (0.040319573134183884)]
Train Epoch: 0 [143700/169469 (0.034173641353845596)]
Train Epoch: 0 [143800/169469 (0.05910627171397209)]
Train Epoch: 0 [143900/169469 (0.06799482554197311)]
Train Epoch: 0 [144000/169469 (0.020352279767394066)]
Train Epoch: 0 [144100/169469 (0.04070733115077019)]
Train Epoch: 0 [144200/169469 (0.0668901577591896)]
Train Epoch: 0 [144300/169469 (0.03909015655517578)]
Train Epoch: 0 [144400/169469 (0.0525604672729969)]
